Anon. ID,Age,Gender,Home Region,Home Post Code,Work Region,Work Post Code,Country of Residence,Nationality,Personal Earnings,Household Earnings,Education Level,Relationship Status,Employment Status,Employment Type,Employment Sector,Professional Experience,Parental Status,Home Owner/Renter,Adults in Household,Children in Household,Age and Gender of Child,Role in Household,Pets,Q1_R1,Q1_R2,Q1_R3,Q1_R4,Q1_R5,Q1_R6,Q1_R7,Q2_R1,Q2_R2,Q2_R3,Q2_R4,Q2_R5,Q2_R6,Q2_R7,Q2_R8,Q2_R9_None,Q3_R1,Q3_R2,Q3_R3,Q3_R4,Q3_R5,Q3_R6,Q3_R7,Q3_R8,Q4_R1,Q4_R2,Q4_R3,Q4_R4,Q4_R5,Q4_R6,Q5_R1,Q5_R2,Q5_R3,Q5_R4,Q5_R5,Q5_R6,Q6_R1,Q6_R2,Q6_R3,Q6_R4,Q6_R5,Q6_R6,Q7_R1,Q7_R2,Q7_R3,Q7_R4,Q7_R5,Q7_R6,Q8_R1,Q8_R2,Q8_R3,Q8_R4,Q8_R5,Q8_R6,Q9_R1,Q9_R2,Q9_R3,Q9_R4,Q9_R5,Q9_R6,Q10_R1,Q10_R2,Q10_R3,Q10_R4,Q10_R5,Q10_R6,Q11_R1,Q11_R2,Q11_R3,Q11_R4,Q11_R5,Q11_R6,Q12_R1,Q12_R2,Q12_R3,Q12_R4,Q12_R5,Q12_R6,Q13_R1,Q13_R2,Q13_R3,Q13_R4,Q13_R5,Q13_R6,Q14_R1,Q14_R2,Q14_R3,Q14_R4,Q14_R5,Q14_R6,Q14_R7_None,Q15_R1,Q15_R2,Q15_R3,Q15_R4,Q15_R5,Q15_R6
97843,35,Female,South East,,,,,,,,,,,Employed full-time,,,,,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
97842,35,Male,Wales,,,,,,,"£60,000 to £74,999",A Levels,,,Employed full-time,,"C-Level (e.g. CEO, CFO), Owner, Partner, President",1+ children under 18,,,,"Girl age 7, Boy age 11",,,,,,I frequently ask others to analyse data for me,,,,,,,,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,,,"less than 10,000MB (=10GB) in size",,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I need and use infrequently,,,,
97845,26,Female,East Midlands,,,,,,,"£45,000 to £49,999",A Levels,,,Disabled,,,No children/Not pregnant,,,,None,,,I never interact with graphs and tables of numbers,,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97847,55,Female,East Midlands,,,,,,,,Undergraduate Degree: 3 years,,,Full-time homemaker,,,No children/Not pregnant,,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,I would like to have,,,
97849,42,Male,West Midlands,,,,,,,,,,,Employed full-time,,,,,,,,,,I never interact with graphs and tables of numbers,,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I need and use infrequently,,,,
97848,34,Female,North East,,,,,,,"£40,000 to £44,999",,,,Full-time homemaker,,,,,,,Boy age 2,,,,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
97851,27,Male,East Midlands,,,,,,,"£25,000 to £29,999",Undergraduate Degree: 3 years,,,Employed full-time,Construction,Administrative (Clerical or Support Staff),,,,,,,,,,,,,,There's nothing I can't do with data,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
48699,37,Female,South East,,,,,,,"£50,000 to £59,999",Undergraduate Degree: less than 2 years,,,Self-employed full-time,Retail/Wholesale trade,"C-Level (e.g. CEO, CFO), Owner, Partner, President",1+ children under 18,,,,Male teen age 14,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,,,,,,I never use datasets,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,,,,I don't know what this is
97850,39,Male,South West,,,,,,,"£45,000 to £49,999",Undergraduate Degree: less than 2 years,,,Full-time homemaker,,,,,,,None,,,,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,,,,,,,,,less than 1 MB in size,,,,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I need and use infrequently,,,,
97853,32,Male,North West,,,,,,,"£45,000 to £49,999",A Levels,,,Employed full-time,Real Estate/Property,Analyst,No children/Not pregnant,,,,None,,,,,,,,I frequently analyse data for myself or others,,,Interpreting graphs to spot trends,,,Using pivot tables to analyse a dataset,,Writing my own computer code to analyse data,Building software and analytical products,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
97852,20,Female,East Midlands,,,,,,,"£25,000 to £29,999",,,,Temporarily unemployed,,,No children/Not pregnant,,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
73279,28,Male,East Midlands,S10,East Midlands,,,United Kingdom,"Less than £15,000","£15,000 to £19,999",A Levels equivalent,Domestic partnership/living with someone,Student,Student,Education,None,No children/Not pregnant,Rented House,2,,None,"Cooking, Cleaning, Laundry, Finances",Cat(s),,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,,,I would like to have,,,,,,,,I don't want this,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,,I don't want this,
97855,34,Female,West Midlands,,,,,,,"Less than £15,000",,,,Employed full-time,,,,,,,,,,,,,,,,There's nothing I can't do with data,,Interpreting graphs to spot trends,,,,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
7743,43,Female,South West,PL12,South West,PL12,,United Kingdom,"£15,000 to £19,999","£45,000 to £49,999",Undergraduate Degree: 3 years,Married,Employed as employee,Employed part-time,Education,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children under 18,Owned House,2,,"Girl age 10, Male teen age 14","Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare","Cat(s), Dog(s), Small animals or rodents (hamsters, mice, rabbits, ferrets, etc.)",,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I need and use infrequently,,,,
97854,37,Female,South East,,,,,,,,,,,Full-time homemaker,,,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,,,,,,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,,,,I don't know what this is
97857,37,Male,Yorkshire & Humber,,,,,,,"£50,000 to £59,999",Undergraduate Degree: 4 or more years,,,Employed full-time,Information Technology/IT,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,,,,None,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
97856,38,Female,West Midlands,,,,,,,"Less than £15,000",Undergraduate Degree: less than 2 years,,,Self-employed part-time,Retail/Wholesale trade,"C-Level (e.g. CEO, CFO), Owner, Partner, President",,,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,,I don't know what this is,,,I would like to have,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I'm indifferent in having,,
97859,34,Male,East of England,,,,,,,"£25,000 to £29,999",A Levels,"Single, never married",,Temporarily unemployed,None,None,No children/Not pregnant,,,,None,,"Cat(s), Reptiles (turtles, snakes, lizards, etc.)",,,,,,,There's nothing I can't do with data,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
36419,47,Male,North West,,,,,,,,Below O Level or GCSE,"Separate, divorced or widowed",,Disabled,None,None,No children/Not pregnant,,,,None,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
69186,47,Female,South West,,,,,,,,O Levels or GCSEs equivalent,,,Employed part-time,Retail/Wholesale trade,Assistant or Associate,,,,,,,,,,I frequently read graphs and tables of numbers,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
97858,18,Male,South West,,,,,,,,A Levels equivalent,,,Student,,,,,,,,,,,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,Building software and analytical products,,,,,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,,I need and use frequently,,,,,
97861,39,Female,South East,,,,,,,,,,,Self-employed part-time,Education,,,,,,Boy age 1,,,,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,I need and use frequently,,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,,,,I don't want this,,,,,,,I don't know what this is,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,,,,,I don't want this,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I need and use infrequently,,,,
